Symbol,Date,Time,Close,Open,High,Low,Volume,Amount,MatchItem,Interest
SZ002592,20150526,103300,47.95,47.97,47.97,47.95,62900,3017564,22,0
SZ002592,20150526,103400,47.98,47.95,47.98,47.95,18800,901825,15,0
SZ002592,20150526,103500,47.98,47.98,47.98,47.97,11993,575401,14,0
SZ002592,20150526,103600,47.95,47.99,47.99,47.95,9400,450863,15,0
SZ002592,20150526,103700,48.0,47.99,48.0,47.95,69300,3325515,31,0
SZ002592,20150526,103800,48.0,48.0,48.0,47.99,28700,1377492,24,0
SZ002592,20150526,103900,47.99,48.0,48.0,47.96,17801,854203,24,0
SZ002592,20150526,104000,47.94,47.96,48.0,47.93,46599,2234512,22,0
SZ002592,20150526,104100,47.96,47.94,48.0,47.94,30600,1468532,10,0
SZ002592,20150526,104200,47.98,48.0,48.0,47.95,17801,854262,27,0
SZ002592,20150526,104300,48.02,47.98,48.03,47.96,98500,4732680,27,0
SZ002592,20150526,104400,48.01,48.02,48.02,48.01,28700,1378060,16,0
SZ002592,20150526,104500,47.95,48.0,48.0,47.95,42099,2019432,29,0
SZ002592,20150526,104600,47.98,47.95,47.98,47.93,15500,743084,17,0
SZ002592,20150526,104700,47.97,47.97,47.98,47.97,20600,988191,15,0
SZ002592,20150526,104800,47.99,47.97,47.99,47.97,27100,1300040,15,0
SZ002592,20150526,104900,47.99,47.99,47.99,47.99,9700,465503,8,0
SZ002592,20150526,105000,47.98,47.99,47.99,47.98,7100,340725,10,0
SZ002592,20150526,105100,47.99,47.99,47.99,47.98,5200,249527,11,0
SZ002592,20150526,105200,48.0,48.0,48.0,47.99,9900,475186,14,0
SZ002592,20150526,105300,48.0,48.0,48.0,47.99,6400,307190,9,0
SZ002592,20150526,105400,47.99,47.99,48.0,47.99,14600,700637,23,0
SZ002592,20150526,105500,47.98,47.99,47.99,47.98,13900,666976,13,0
SZ002592,20150526,105600,47.97,47.98,47.99,47.94,27800,1333211,26,0
SZ002592,20150526,105700,47.95,47.98,47.98,47.95,43600,2091878,10,0
SZ002592,20150526,105800,47.95,47.95,47.97,47.95,12100,580265,19,0
SZ002592,20150526,105900,47.99,47.95,47.99,47.93,26500,1270602,21,0
SZ002592,20150526,110000,47.99,47.95,47.99,47.95,9000,431834,8,0
SZ002592,20150526,110100,47.96,47.99,48.0,47.96,15800,758174,17,0
SZ002592,20150526,110200,47.96,47.99,47.99,47.96,5800,278288,14,0
SZ002592,20150526,110300,47.99,47.98,47.99,47.97,10300,494260,9,0
SZ002592,20150526,110400,48.0,47.99,48.0,47.99,6000,287944,10,0
SZ002592,20150526,110500,47.99,48.0,48.0,47.99,47500,2279640,27,0
SZ002592,20150526,110600,48.03,48.0,48.03,47.99,126000,6049025,57,0
SZ002592,20150526,110700,48.1,48.03,48.1,48.03,57600,2769412,31,0
SZ002592,20150526,110800,48.2,48.1,48.2,48.1,69100,3325958,39,0
SZ002592,20150526,110900,48.49,48.25,48.49,48.25,30239,1463574,44,0
SZ002592,20150526,111000,48.58,48.49,48.58,48.48,126500,6139499,114,0
SZ002592,20150526,111100,48.51,48.58,48.58,48.51,89000,4322560,72,0
SZ002592,20150526,111200,48.56,48.5,48.58,48.5,42501,2062269,44,0
SZ002592,20150526,111300,48.6,48.58,48.6,48.58,22750,1105489,39,0
SZ002592,20150526,111400,48.64,48.6,48.64,48.59,48600,2362185,46,0
SZ002592,20150526,111500,48.6,48.65,48.66,48.6,24600,1196570,36,0
SZ002592,20150526,111600,48.59,48.6,48.6,48.58,16800,816390,29,0
SZ002592,20150526,111700,48.59,48.58,48.59,48.58,29750,1445375,37,0
SZ002592,20150526,111800,48.5,48.58,48.58,48.5,63999,3104219,31,0
SZ002592,20150526,111900,48.3,48.5,48.5,48.3,10200,494397,12,0
SZ002592,20150526,112000,48.34,48.46,48.46,48.34,1600,77476,4,0
SZ002592,20150526,112100,48.3,48.35,48.45,48.29,14661,708518,17,0
SZ002592,20150526,112200,48.45,48.3,48.45,48.3,8200,396144,8,0
SZ002592,20150526,112300,48.49,48.45,48.49,48.36,1800,87190,9,0
SZ002592,20150526,112400,48.51,48.49,48.51,48.49,22522,1092282,24,0
SZ002592,20150526,112500,48.51,48.51,48.53,48.51,9900,480285,18,0
SZ002592,20150526,112600,48.51,48.5,48.51,48.5,8518,413194,9,0
SZ002592,20150526,112700,48.56,48.51,48.56,48.51,21700,1052740,21,0
SZ002592,20150526,112800,48.59,48.58,48.59,48.58,16100,782150,17,0
SZ002592,20150526,112900,48.65,48.66,48.68,48.59,55100,2679713,48,0
SZ002592,20150526,130000,49.05,48.88,49.05,48.85,70056,3424013,94,0
SZ002592,20150526,130100,49.25,49.05,49.31,49.0,22100,1085789,35,0
SZ002592,20150526,130200,49.4,49.25,49.4,49.25,19850,979339,29,0
SZ002592,20150526,130300,49.4,49.42,49.48,49.35,39700,1962214,58,0
SZ002592,20150526,130400,49.3,49.42,49.42,49.3,19350,955138,27,0
SZ002592,20150526,130500,49.19,49.2,49.33,49.02,10600,521753,23,0
SZ002592,20150526,130600,49.2,49.03,49.2,49.03,9250,454445,21,0
SZ002592,20150526,130700,49.28,49.3,49.35,49.28,10200,503031,23,0
SZ002592,20150526,130800,49.38,49.28,49.42,49.23,34400,1697000,52,0
SZ002592,20150526,130900,49.46,49.46,49.5,49.46,69600,3444377,60,0
SZ002592,20150526,131000,49.7,49.5,49.7,49.5,54344,2692517,68,0
SZ002592,20150526,131100,49.59,49.51,49.7,49.51,61200,3037291,43,0
SZ002592,20150526,131200,49.56,49.59,49.68,49.56,32400,1606847,33,0
SZ002592,20150526,131300,49.31,49.56,49.59,49.31,74356,3683172,45,0
SZ002592,20150526,131400,49.32,49.48,49.48,49.32,9000,445298,15,0
SZ002592,20150526,131500,49.45,49.48,49.48,49.4,16300,805862,19,0
SZ002592,20150526,131600,49.45,49.4,49.45,49.4,10200,504179,17,0
SZ002592,20150526,131700,49.47,49.47,49.5,49.47,12000,593794,20,0
SZ002592,20150526,131800,49.5,49.45,49.52,49.45,11544,571452,25,0
SZ002592,20150526,131900,49.52,49.5,49.52,49.46,28456,1408855,30,0
SZ002592,20150526,132000,49.55,49.52,49.55,49.51,24300,1203561,28,0
SZ002592,20150526,132100,49.67,49.53,49.68,49.51,64900,3221294,51,0
SZ002592,20150526,132200,49.8,49.68,49.82,49.67,90244,4488862,59,0
SZ002592,20150526,132300,49.82,49.82,49.87,49.81,61300,3054188,57,0
SZ002592,20150526,132400,49.75,49.82,49.83,49.75,33600,1672956,30,0
SZ002592,20150526,132500,49.67,49.75,49.77,49.67,54500,2710799,41,0
SZ002592,20150526,132600,49.78,49.67,49.79,49.67,82900,4124331,38,0
SZ002592,20150526,132700,49.95,49.8,49.99,49.8,69600,3474035,76,0
SZ002592,20150526,132800,49.95,49.91,49.95,49.9,71900,3589346,37,0
SZ002592,20150526,132900,49.83,49.92,49.93,49.83,11100,553968,14,0
SZ002592,20150526,133000,49.9,49.83,49.9,49.8,78400,3906896,57,0
SZ002592,20150526,133100,49.83,49.83,49.88,49.83,19200,956867,26,0
SZ002592,20150526,133200,49.6,49.82,49.84,49.6,40600,2020647,44,0
SZ002592,20150526,133300,49.51,49.8,49.8,49.5,51800,2565787,44,0
SZ002592,20150526,133400,49.46,49.51,49.51,49.46,63700,3152968,42,0
SZ002592,20150526,133500,49.44,49.49,49.49,49.44,31200,1543098,26,0
SZ002592,20150526,133600,49.43,49.44,49.45,49.43,15100,746558,30,0
SZ002592,20150526,133700,49.51,49.43,49.51,49.41,33800,1671673,53,0
SZ002592,20150526,133800,49.68,49.51,49.68,49.51,10300,510607,12,0
SZ002592,20150526,133900,49.97,49.6,49.97,49.6,18900,942371,39,0
SZ002592,20150526,134000,50.0,49.99,50.0,49.94,63100,3154420,61,0
SZ002592,20150526,134100,50.01,50.0,50.05,49.99,70600,3530113,96,0
SZ002592,20150526,134200,50.49,50.05,50.49,50.05,46000,2313239,41,0
SZ002592,20150526,134300,50.32,50.49,50.49,50.3,10600,534032,16,0
SZ002592,20150526,134400,50.29,50.3,50.4,50.29,56200,2830465,76,0
SZ002592,20150526,134500,50.13,50.2,50.29,50.1,35400,1776183,54,0
SZ002592,20150526,134600,50.08,50.11,50.5,50.08,119700,6032789,80,0
SZ002592,20150526,134700,50.43,50.11,50.5,50.05,21000,1055708,23,0
SZ002592,20150526,134800,50.5,50.48,50.55,50.48,63200,3191139,82,0
SZ002592,20150526,134900,50.64,50.52,50.64,50.52,29100,1472028,47,0
SZ002592,20150526,135000,50.8,50.64,50.83,50.64,53202,2701162,53,0
SZ002592,20150526,135100,50.91,50.83,50.91,50.82,45100,2294687,48,0
SZ002592,20150526,135200,51.3,50.93,51.38,50.93,78100,3986696,74,0
SZ002592,20150526,135300,51.6,51.3,51.6,51.3,37400,1925232,63,0
SZ002592,20150526,135400,51.79,51.58,51.79,51.52,123400,6384679,146,0
SZ002592,20150526,135500,51.79,51.78,51.79,51.78,184151,9537088,171,0
SZ002592,20150526,135600,51.79,51.79,51.79,51.79,39300,2035347,32,0
SZ002592,20150526,135700,51.79,51.79,51.79,51.79,34724,1798356,21,0
SZ002592,20150526,135800,51.79,51.79,51.79,51.79,99600,5158284,44,0
SZ002592,20150526,135900,51.79,51.79,51.79,51.79,102240,5295009,56,0
SZ002592,20150526,140000,51.79,51.79,51.79,51.79,77170,3996635,43,0
SZ002592,20150526,140100,51.79,51.79,51.79,51.79,96000,4971840,39,0
SZ002592,20150526,140200,51.78,51.79,51.79,51.78,132166,6844855,97,0
SZ002592,20150526,140300,51.79,51.78,51.79,51.77,87636,4538068,92,0
SZ002592,20150526,140400,51.79,51.79,51.79,51.79,60300,3122937,50,0
SZ002592,20150526,140500,51.79,51.79,51.79,51.79,58528,3031165,37,0
SZ002592,20150526,140600,51.79,51.79,51.79,51.79,39200,2030168,13,0
SZ002592,20150526,140700,51.79,51.79,51.79,51.79,26472,1370985,32,0
SZ002592,20150526,140800,51.44,51.79,51.79,51.44,28299,1464582,52,0
SZ002592,20150526,140900,51.73,51.77,51.77,51.44,22400,1154700,39,0
SZ002592,20150526,141000,51.7,51.73,51.74,51.5,16700,863639,30,0
SZ002592,20150526,141100,51.52,51.7,51.7,51.51,16700,860982,35,0
SZ002592,20150526,141200,51.5,51.51,51.52,51.5,38000,1957310,55,0
SZ002592,20150526,141300,51.47,51.5,51.5,51.46,22000,1132995,42,0
SZ002592,20150526,141400,51.3,51.47,51.47,51.3,40500,2083230,45,0
SZ002592,20150526,141500,51.31,51.31,51.4,51.3,55000,2823232,54,0
SZ002592,20150526,141600,51.55,51.46,51.55,51.4,37494,1930206,32,0
SZ002592,20150526,141700,51.78,51.69,51.78,51.55,64400,3326850,61,0
SZ002592,20150526,141800,51.69,51.78,51.79,51.69,55800,2888684,66,0
SZ002592,20150526,141900,51.7,51.69,51.71,51.69,17300,894460,21,0
SZ002592,20150526,142000,51.7,51.7,51.7,51.69,48000,2481542,28,0
SZ002592,20150526,142100,51.7,51.71,51.76,51.69,122000,6310615,31,0
SZ002592,20150526,142200,51.77,51.69,51.77,51.69,27700,1432990,25,0
SZ002592,20150526,142300,51.78,51.77,51.78,51.77,21100,1092505,29,0
SZ002592,20150526,142400,51.78,51.78,51.78,51.76,9100,471131,23,0
SZ002592,20150526,142500,51.76,51.76,51.78,51.71,24100,1247539,33,0
SZ002592,20150526,142600,51.78,51.76,51.78,51.75,35400,1832628,29,0
SZ002592,20150526,142700,51.79,51.78,51.79,51.76,161800,8379182,120,0
SZ002592,20150526,142800,51.79,51.79,51.79,51.79,20900,1082411,14,0
SZ002592,20150526,142900,51.79,51.79,51.79,51.79,29500,1527805,20,0
SZ002592,20150526,143000,51.79,51.79,51.79,51.79,11800,611122,3,0
SZ002592,20150526,143100,51.79,51.79,51.79,51.79,900,46611,1,0
SZ002592,20150526,143200,51.79,51.79,51.79,51.79,60800,3148832,27,0
SZ002592,20150526,143300,51.79,51.79,51.79,51.79,700,36253,3,0
SZ002592,20150526,143400,51.79,51.79,51.79,51.79,2200,113938,1,0
SZ002592,20150526,143500,51.79,51.79,51.79,51.79,2000,103580,6,0
SZ002592,20150526,143600,51.79,51.79,51.79,51.79,600,31074,2,0
SZ002592,20150526,143700,51.79,51.79,51.79,51.79,700,36253,1,0
SZ002592,20150526,143800,51.79,51.79,51.79,51.79,1200,62148,2,0
SZ002592,20150526,143900,51.79,51.79,51.79,51.79,32000,1657280,8,0
SZ002592,20150526,144000,51.79,51.79,51.79,51.79,1800,93222,2,0
SZ002592,20150526,144200,51.79,51.79,51.79,51.79,22000,1139380,3,0
SZ002592,20150526,144300,51.79,51.79,51.79,51.79,500,25895,1,0
SZ002592,20150526,144400,51.79,51.79,51.79,51.79,100,5179,1,0
SZ002592,20150526,144500,51.79,51.79,51.79,51.79,3500,181265,4,0
SZ002592,20150526,144600,51.79,51.79,51.79,51.79,200,10358,1,0
SZ002592,20150526,144800,51.79,51.79,51.79,51.79,2000,103580,1,0
SZ002592,20150526,144900,51.79,51.79,51.79,51.79,3300,170907,3,0
SZ002592,20150526,145000,51.79,51.79,51.79,51.79,3000,155370,1,0
SZ002592,20150526,145100,51.79,51.79,51.79,51.79,1100,56969,4,0
SZ002592,20150526,145200,51.79,51.79,51.79,51.79,42300,2190717,5,0
SZ002592,20150526,145300,51.79,51.79,51.79,51.79,40400,2092316,6,0
SZ002592,20150526,145400,51.79,51.79,51.79,51.79,500,25895,3,0
SZ002592,20150526,145500,51.79,51.79,51.79,51.79,9000,466110,6,0
SZ002592,20150526,145600,51.79,51.79,51.79,51.79,900,46611,2,0
SZ002592,20150526,145900,51.79,51.79,51.79,51.79,2100,108759,5,0
